usuario,usuario_seguidores,modelo,color,calificacion,comentario,fuente,likes,verificado,respondido_marca,fecha,intencion_plantilla
gregorioolivares,73,Ultra,gris,2,NO LOS COMPREN!! Mis Ultra se despegaron en una semana 😤 estafa total,amazon,1,False,False,2025-11-15 23:44:22,negativo
jaquelinevaldivia,73,Urbano,gris,1,Pésima atención y los Urbano llegaron rotos 😠😠 jamás vuelvo a comprar nada de Panam,google_reviews,32,False,False,2024-05-10 16:08:23,negativo
osoriobenito,1165,Flip,verde,4,"Los Flip cumplen, los uso para diario nomás",tiktok,3,True,False,2025-01-20 14:24:44,neutro
ricoelias,239,084 Clásico,verde,5,Quedé enamoradísima de mis 084 Clásico ✨ buenísima calidad y precio 👌🥰,amazon,2,True,False,2024-01-03 23:00:49,positivo
zvela,642,Perestroika,gris,3,Horrible calidad los Perestroika 😠 ni para regalar #malacompra #panam,amazon,19,True,True,2024-11-24 01:02:25,negativo
gabino60,126,084,azul,1,Me quedaron grandes los 084 y la talla era la correcta 😒 mala medición,amazon,8,False,False,2024-02-09 07:59:32,negativo
rebecarincon,927,SuperFaro,negro,3,Me gustaron los SuperFaro aunque son un poco apretados al principio 😬 ya cedieron,twitter,30,False,True,2024-06-03 13:12:49,mixto
quesadafidel,296,Panam Alfa,rojo,1,"Incomodísimos los Panam Alfa, me lastimaron los pies después de 1 hr 😣",google_reviews,54,False,True,2023-06-01 06:30:45,negativo
zvillalpando,1361,084,beige,5,"Decentes los 084, no son los mejores pero cumplen 🙂",tiktok,11,False,False,2025-10-20 05:00:02,positivo
ortizwilfrido,18,SuperFaro,negro,3,NO LOS COMPREN!! Mis SuperFaro se despegaron en una semana 😤 estafa total,instagram,4,False,False,2024-03-26 03:28:00,negativo
alta-graciade-la-garza,101,084 Diamante,negro,3,Me quedaron grandes los 084 Diamante y la talla era la correcta 😒 mala medición,tiktok,58,True,False,2021-12-29 14:46:49,negativo
tamezkarina,229,Perestroika,rosa,2,"Los Perestroika están ok, nada del otro mundo 🤷",tiktok,17,False,False,2022-12-29 18:01:45,neutro
anel23,221,Urbano,negro,4,"AMO mis Urbano 💖 ya pedí otro par en otro color, hermosos",google_reviews,1,True,False,2022-03-21 17:10:57,positivo
porfiriofajardo,1213,Vital,gris,3,Cómodos los Vital pero el color destiñe en 2 lavadas 😕 mitad y mitad,amazon,56,True,False,2022-10-27 08:32:46,mixto
trinidadbenitez,3892,Urbano,beige,4,Compré los Urbano para mi hijo y le ENCANTARON 🥰 muy cómodos y bonitos,instagram,5,True,False,2022-11-07 16:29:37,positivo
wrivera,14,SuperFaro,gris,2,"Los SuperFaro no me convencieron, son muy regulares para el precio 🤷‍♀️",instagram,2,False,False,2026-02-20 18:41:07,negativo
pvallejo,282,084 Diamante,azul,3,Buena calidad los 084 Diamante pero la entrega tardó 3 semanas 😑 ojo con eso,amazon,41,False,False,2024-02-04 11:40:27,mixto
israel71,345,RL15,verde,1,Decepción total los RL15 😞 se ven baratos y se rompen aún más rápido 👎,amazon,25,True,False,2025-05-02 04:48:42,negativo
ymadrigal,490,Vital,verde,5,"Buenos los Vital, me gustaron 👍 cumplen lo prometido",instagram,79,True,False,2023-09-06 16:40:27,positivo
morajudith,603,Gran Prix,verde,5,Mis Gran Prix son LO MEJOR que he comprado en años 😍 calidad/precio insuperable ⭐⭐⭐⭐⭐,amazon,6,True,False,2021-12-22 19:34:40,positivo
francisca70,16,084,azul,1,Pésima atención y los 084 llegaron rotos 😠😠 jamás vuelvo a comprar nada de Panam,instagram,25,True,True,2021-10-30 01:33:04,negativo
salvador11,8,084 Diamante,gris,2,"Los 084 Diamante no me convencieron, son muy regulares para el precio 🤷‍♀️",amazon,29,False,False,2025-08-28 17:14:18,negativo
lrios,3960,084 Diamante,azul,4,"Cumple lo prometido, los 084 Diamante están bien para el uso diario 👍🏼",tiktok,48,True,False,2026-01-22 12:20:43,positivo
rasconmicaela,1118,084 Diamante,verde,5,"Cumple lo prometido, los 084 Diamante están bien para el uso diario 👍🏼",google_reviews,99,False,False,2022-12-12 03:40:24,positivo
pamela78,9,Panam Alfa,azul,2,"Incomodísimos los Panam Alfa, me lastimaron los pies después de 1 hr 😣",amazon,43,False,False,2022-08-18 00:32:17,negativo
rayafelix,5,Urbano,beige,1,Muy decepcionada con mis Urbano 💔 esperaba muchísimo más por el precio que pagué 🙄,twitter,72,True,False,2024-04-07 08:05:52,negativo
santanasoledad,677,Ultra,azul,3,"Los Ultra están ok, nada del otro mundo 🤷",tiktok,4,True,False,2022-10-24 10:26:47,neutro
gutierrezemilia,260,084,blanco,2,Excelente diseño los 084 pero algo caros para la calidad real 💸,amazon,136,True,True,2025-01-30 13:11:06,mixto
asuncionnieves,5,084,beige,5,"Me gustaron los 084, cómodos y bonitos para diario 🙂",facebook,16,True,False,2023-10-02 05:35:44,positivo
xparedes,121,Flip,negro,5,"Muy cómodos los Flip, me los recomendó mi hermana ✌️ buena compra",amazon,38,False,False,2024-03-22 14:00:16,positivo
mesacristobal,20,Urbano,gris,5,"10/10 los Urbano ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",amazon,26,True,True,2024-02-24 15:02:46,positivo
valdezcarmen,974,084 Campeón,verde,5,MARAVILLOSOS los 084 Campeón 😍 como caminar en nubes ☁️☁️ los amo,google_reviews,57,False,False,2023-10-06 03:03:20,positivo
ursula92,44,Vaivén,beige,4,Quedé enamoradísima de mis Vaivén ✨ buenísima calidad y precio 👌🥰,facebook,41,True,True,2024-03-07 00:47:48,positivo
verduzcovictoria,281,Perestroika,rosa,5,"Decentes los Perestroika, no son los mejores pero cumplen 🙂",facebook,33,True,False,2022-07-19 17:11:08,positivo
wilfrido62,190,Vaivén,rosa,3,"Los Vaivén cumplen, los uso para diario nomás",amazon,45,False,True,2022-01-24 12:37:44,neutro
marisela65,62,Gran Prix,verde,1,"Mala compra los Gran Prix, no son lo que esperaba ☹️ poco durables",google_reviews,107,True,True,2022-06-07 08:30:53,negativo
pinajulia,8,084 Campeón,negro,5,Excelentísimos los 084 Campeón ✨ los uso para correr y son perfectos 🏃‍♂️💨,twitter,91,True,False,2024-06-03 11:22:47,positivo
naranjowilfrido,4910,084 Diamante,rosa,2,"Los 084 Diamante cumplen, los uso para diario nomás",tiktok,4,True,True,2022-11-17 08:53:55,neutro
anaruelas,82,084 Clásico,blanco,1,Horrible calidad los 084 Clásico 😠 ni para regalar #malacompra #panam,amazon,55,True,False,2022-12-23 20:28:09,negativo
hernancorrea,1799,Urbano,azul,4,Me encantaron mis Urbano 😍🔥 súper cómodos para todo el día!! #Panam #Calzado,instagram,30,True,False,2022-01-01 01:22:02,positivo
felipe88,527,084 Campeón,negro,1,"Los 084 Campeón no me convencieron, son muy regulares para el precio 🤷‍♀️",instagram,12,True,False,2025-10-28 04:33:56,negativo
miramontesrebeca,339,084,negro,4,"Súper recomendados los 084, no me los quería quitar 😂❤️",twitter,51,True,False,2022-06-17 11:14:46,positivo
kcorrales,48,Vaivén,verde,2,"Esperaba más de los Vaivén, la suela es muy delgada 😕 regulares",amazon,45,False,False,2022-11-19 04:22:25,negativo
emiliaarmas,9,SuperFaro,azul,5,Compré los SuperFaro para mi hijo y le ENCANTARON 🥰 muy cómodos y bonitos,twitter,7,True,False,2024-11-02 19:21:36,positivo
zoe37,4253,084 Diamante,rojo,2,Me quedaron grandes los 084 Diamante y la talla era la correcta 😒 mala medición,facebook,58,True,True,2023-10-08 13:17:15,negativo
igonzalez,49,084 Campeón,rosa,2,Cómodos los 084 Campeón pero el color destiñe en 2 lavadas 😕 mitad y mitad,twitter,5,False,False,2023-05-19 09:13:01,mixto
gloria35,69,Vaivén,rosa,1,NO LOS COMPREN!! Mis Vaivén se despegaron en una semana 😤 estafa total,google_reviews,4,True,False,2026-03-13 13:04:26,negativo
xriojas,98,084 Campeón,rojo,2,"Compré los 084 Campeón, son tenis. Punto.",instagram,5,True,False,2023-09-28 17:56:39,neutro
hsandoval,158,084 Diamante,rojo,5,Bonitos los 084 Diamante 👌 buen precio para la calidad,twitter,3,True,False,2024-11-27 01:08:05,positivo
leonelzedillo,31,084 Clásico,verde,3,"Los 084 Clásico cumplen, los uso para diario nomás",amazon,11,False,True,2022-07-10 07:15:49,neutro
camilo75,2,Urbano,negro,4,"Los Urbano cumplen, los uso para diario nomás",tiktok,6,False,False,2026-01-23 05:04:34,neutro
sevillageronimo,313,SuperFaro,azul,1,"Los SuperFaro no me convencieron, son muy regulares para el precio 🤷‍♀️",twitter,54,True,False,2023-10-08 23:21:38,negativo
cruzricardo,36,Ultra,azul,3,Horrible calidad los Ultra 😠 ni para regalar #malacompra #panam,instagram,41,False,False,2025-03-02 07:11:25,negativo
elvirabustos,132,084 Campeón,azul,3,Me gustaron los 084 Campeón aunque son un poco apretados al principio 😬 ya cedieron,tiktok,58,True,False,2023-03-27 03:52:30,mixto
bmontes,118,Vaivén,beige,5,"10/10 los Vaivén ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",twitter,70,True,False,2024-11-15 08:28:38,positivo
ortizjosefina,24,Urbano,beige,4,"Buenos los Urbano, me gustaron 👍 cumplen lo prometido",amazon,79,True,False,2024-07-11 04:06:40,positivo
carmenbonilla,16,084 Clásico,verde,3,Me gustaron los 084 Clásico aunque son un poco apretados al principio 😬 ya cedieron,instagram,244,True,False,2024-07-14 03:02:11,mixto
andresmatos,78,Vaivén,negro,3,Me gustaron los Vaivén aunque son un poco apretados al principio 😬 ya cedieron,google_reviews,92,True,False,2022-03-10 03:41:40,mixto
humberto20,217,Urbano,azul,1,"Los Urbano son una PORQUERÍA, se rompieron al mes 🤬 quiero MI REEMBOLSO ya",facebook,6,True,False,2023-10-14 14:47:58,negativo
wchavez,79,Flip,verde,3,"Regulares los Flip, esperaba un poquito más pero también un poquito menos",facebook,18,False,False,2025-05-02 18:54:28,neutro
fadame,30,084 Clásico,beige,4,"Buenos los 084 Clásico, me gustaron 👍 cumplen lo prometido",twitter,4,True,False,2021-07-04 08:33:14,positivo
marcos28,10,Vaivén,rojo,4,Excelente diseño los Vaivén pero algo caros para la calidad real 💸,google_reviews,18,False,False,2025-11-01 01:01:01,mixto
xcarranza,322,Panam Alfa,negro,5,"Me gustaron los Panam Alfa, cómodos y bonitos para diario 🙂",instagram,125,False,False,2023-10-18 09:55:55,positivo
tomascasas,21720,SuperFaro,rosa,4,Me encantaron mis SuperFaro 😍🔥 súper cómodos para todo el día!! #Panam #Calzado,amazon,95,True,False,2021-10-01 15:58:41,positivo
dianareyna,174,Perestroika,azul,5,Me encantaron mis Perestroika 😍🔥 súper cómodos para todo el día!! #Panam #Calzado,twitter,23,True,False,2021-11-17 10:45:44,positivo
sanabrianorma,121,RL15,beige,3,"Regulares los RL15, esperaba un poquito más pero también un poquito menos",instagram,24,True,False,2025-11-26 18:35:20,neutro
serratomiriam,104,084 Clásico,negro,1,PÉSIMOS los 084 Clásico 😡 se descosió la suela en 2 semanas 👎👎 NO COMPREN,twitter,9,True,False,2023-05-27 23:44:09,negativo
serafinportillo,32,084 Diamante,rosa,2,Decepción total los 084 Diamante 😞 se ven baratos y se rompen aún más rápido 👎,tiktok,185,True,True,2021-05-11 04:10:00,negativo
oliver96,141,Gran Prix,azul,1,"Los Gran Prix son una PORQUERÍA, se rompieron al mes 🤬 quiero MI REEMBOLSO ya",google_reviews,46,True,False,2022-12-09 06:39:31,negativo
soriaarcelia,761,084 Campeón,rosa,1,"Incomodísimos los 084 Campeón, me lastimaron los pies después de 1 hr 😣",facebook,34,True,False,2021-12-02 14:03:26,negativo
orellanagloria,43,084 Campeón,gris,5,Excelentísimos los 084 Campeón ✨ los uso para correr y son perfectos 🏃‍♂️💨,instagram,1,False,False,2021-09-18 13:41:00,positivo
qnino,102,SuperFaro,blanco,5,BUENÍSIMOS los SuperFaro!! Aguantaron toda la maratón ❤️‍🔥 100% recomendados 💯,facebook,39,True,True,2021-06-25 18:37:48,positivo
daniel53,168,084 Diamante,rojo,3,Bonitos los 084 Diamante pero la suela se desgasta rapidísimo 🤔 no sé qué pensar,facebook,28,True,False,2022-03-24 09:15:34,mixto
gustavo05,2,Urbano,negro,4,Por fin unos tenis que duran! Los Urbano ya tienen 8 meses y siguen como nuevos 💪,amazon,12,False,False,2025-12-27 17:15:25,positivo
sofia27,96,Urbano,blanco,2,PÉSIMOS los Urbano 😡 se descosió la suela en 2 semanas 👎👎 NO COMPREN,twitter,2,False,False,2025-06-01 01:23:30,negativo
hectorbarajas,2926,084,rojo,4,Bonitos los 084 pero la suela se desgasta rapidísimo 🤔 no sé qué pensar,twitter,59,True,False,2025-03-28 06:35:03,mixto
lozadalorenzo,43,084 Clásico,rosa,4,Me gustaron los 084 Clásico aunque son un poco apretados al principio 😬 ya cedieron,twitter,58,True,False,2021-09-19 09:57:14,mixto
benitomata,81,Panam Alfa,verde,5,"10/10 los Panam Alfa ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",amazon,285,True,False,2023-12-25 16:27:18,positivo
etorrez,991,Urbano,verde,3,"Los Urbano están ok, nada del otro mundo 🤷",facebook,11,True,True,2023-07-02 07:57:53,neutro
espinosalvador,7,084 Campeón,rosa,3,"Cumple lo prometido, los 084 Campeón están bien para el uso diario 👍🏼",twitter,108,True,False,2024-05-19 09:26:42,positivo
merazricardo,14,084 Campeón,beige,4,Increíbles!! Los 084 Campeón se ven y se sienten premium 🔝🔥 vale cada peso,google_reviews,87,False,False,2022-05-28 01:03:01,positivo
elvira67,4,Barracuda,rosa,1,"Los Barracuda no me convencieron, son muy regulares para el precio 🤷‍♀️",google_reviews,0,True,False,2024-08-19 13:50:42,negativo
jose-manuel77,49,Panam Alfa,blanco,4,Quedé enamoradísima de mis Panam Alfa ✨ buenísima calidad y precio 👌🥰,facebook,38,False,False,2024-06-20 14:53:35,positivo
emilio61,324,084,verde,5,"10/10 los 084 ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",instagram,13,True,False,2025-01-03 03:55:04,positivo
maria-del-carmenlozada,143,Flip,gris,3,Cómodos los Flip pero el color destiñe en 2 lavadas 😕 mitad y mitad,instagram,5,True,False,2024-01-29 06:46:54,mixto
betancourtaldonza,472,Panam Alfa,rosa,1,Decepción total los Panam Alfa 😞 se ven baratos y se rompen aún más rápido 👎,instagram,93,True,True,2023-11-10 20:02:02,negativo
estefania96,61,Panam Alfa,verde,5,"Cumple lo prometido, los Panam Alfa están bien para el uso diario 👍🏼",instagram,66,True,False,2022-10-06 01:27:21,positivo
cmontoya,25,084 Diamante,azul,5,Quedé enamoradísima de mis 084 Diamante ✨ buenísima calidad y precio 👌🥰,tiktok,25,False,True,2021-09-14 21:45:03,positivo
pilar64,38,Flip,gris,4,Mis Flip son LO MEJOR que he comprado en años 😍 calidad/precio insuperable ⭐⭐⭐⭐⭐,tiktok,58,True,False,2021-10-31 12:26:56,positivo
palominoasuncion,1187,084 Clásico,gris,5,MARAVILLOSOS los 084 Clásico 😍 como caminar en nubes ☁️☁️ los amo,instagram,91,True,False,2025-09-16 09:59:16,positivo
angelcollazo,11099,Caimán,beige,5,"Decentes los Caimán, no son los mejores pero cumplen 🙂",tiktok,53,True,True,2025-01-26 16:03:19,positivo
castrodaniel,44,Urbano,rosa,3,"Los Urbano están ok, nada del otro mundo 🤷",google_reviews,14,True,False,2023-05-09 12:36:44,neutro
ariadna69,372,Panam Alfa,verde,5,Increíbles!! Los Panam Alfa se ven y se sienten premium 🔝🔥 vale cada peso,amazon,35,False,True,2021-08-14 22:20:45,positivo
estelanevarez,38,084,azul,1,Pésima atención y los 084 llegaron rotos 😠😠 jamás vuelvo a comprar nada de Panam,tiktok,4,False,False,2024-07-05 02:50:58,negativo
kbermudez,10,084,beige,3,NO LOS COMPREN!! Mis 084 se despegaron en una semana 😤 estafa total,tiktok,21,True,False,2022-07-08 02:48:45,negativo
clara54,21,Urbano,rosa,1,"Incomodísimos los Urbano, me lastimaron los pies después de 1 hr 😣",google_reviews,10,True,False,2023-06-20 19:54:54,negativo
alvarezjose-manuel,1589,084,negro,3,Mejor compra del año!! Los 084 son una BELLEZA 🔥🔥🔥 #PanamForever,facebook,15,False,False,2025-08-03 18:56:10,positivo
hvalenzuela,625,084,blanco,5,"AMO mis 084 💖 ya pedí otro par en otro color, hermosos",facebook,171,False,True,2023-07-28 15:00:17,positivo
estefania39,8,Barracuda,azul,4,"AMO mis Barracuda 💖 ya pedí otro par en otro color, hermosos",tiktok,11,False,False,2023-10-10 13:40:35,positivo
hfeliciano,2988,Urbano,beige,3,Quedé enamoradísima de mis Urbano ✨ buenísima calidad y precio 👌🥰,facebook,74,True,False,2022-07-02 00:09:56,positivo
razojorge-luis,40,Vaivén,rosa,1,"Mala compra los Vaivén, no son lo que esperaba ☹️ poco durables",twitter,195,False,False,2025-02-17 05:25:01,negativo
mayavirginia,949,Vaivén,blanco,1,"Esperaba más de los Vaivén, la suela es muy delgada 😕 regulares",tiktok,68,False,False,2024-04-19 17:25:43,negativo
urbinamaria,71,Urbano,negro,3,"Regulares los Urbano, esperaba un poquito más pero también un poquito menos",amazon,39,False,False,2023-10-25 10:30:07,neutro
jacobo25,27,084 Diamante,rosa,4,"Los mejores tenis que he tenido!! Los 084 Diamante son cómodos, bonitos y baratos 👌🔥",instagram,28,True,False,2025-09-02 23:05:57,positivo
germanfernandez,95,Urbano,azul,5,"Me gustaron los Urbano, cómodos y bonitos para diario 🙂",facebook,108,True,False,2022-07-11 18:55:53,positivo
isabelalvarez,85,084 Clásico,rojo,1,Me quedaron grandes los 084 Clásico y la talla era la correcta 😒 mala medición,instagram,84,True,False,2024-05-31 13:55:00,negativo
georgina82,106,Gran Prix,blanco,2,"Los Gran Prix están ok, nada del otro mundo 🤷",amazon,21,True,False,2022-01-29 04:12:49,neutro
maresclara,261,Gran Prix,azul,5,Increíbles!! Los Gran Prix se ven y se sienten premium 🔝🔥 vale cada peso,twitter,65,True,False,2025-06-01 11:22:43,positivo
kparra,213,Urbano,beige,1,Me quedaron grandes los Urbano y la talla era la correcta 😒 mala medición,twitter,208,True,False,2021-12-21 10:46:23,negativo
abrilbenavides,11,084,verde,2,Bonitos los 084 pero la suela se desgasta rapidísimo 🤔 no sé qué pensar,amazon,9,False,False,2025-03-04 08:03:05,mixto
wsierra,51,Ultra,rojo,5,Excelentísimos los Ultra ✨ los uso para correr y son perfectos 🏃‍♂️💨,twitter,35,True,False,2022-06-09 00:50:36,positivo
gregorioprieto,479,Ultra,rosa,3,"Normales los Ultra, ni bien ni mal 🤷‍♂️",tiktok,11,True,False,2025-08-15 15:45:46,neutro
castellanosleticia,459,Panam Alfa,azul,1,PÉSIMOS los Panam Alfa 😡 se descosió la suela en 2 semanas 👎👎 NO COMPREN,facebook,58,True,False,2022-08-24 17:10:53,negativo
jesus25,4,Urbano,gris,2,"Normales los Urbano, ni bien ni mal 🤷‍♂️",instagram,21,True,False,2023-04-06 19:48:16,neutro
leticia41,97,Panam Alfa,rojo,5,Bonitos los Panam Alfa 👌 buen precio para la calidad,tiktok,80,True,False,2023-06-23 22:00:28,positivo
saraurena,27,Vaivén,verde,5,"Buenos los Vaivén, me gustaron 👍 cumplen lo prometido",google_reviews,66,True,True,2023-09-06 00:04:25,positivo
rosaliamadrigal,1624,084 Campeón,beige,2,Pésima atención y los 084 Campeón llegaron rotos 😠😠 jamás vuelvo a comprar nada de Panam,amazon,40,False,False,2025-11-18 18:31:35,negativo
sandovalsocorro,43,Barracuda,blanco,5,"Cumple lo prometido, los Barracuda están bien para el uso diario 👍🏼",twitter,1,True,False,2022-10-12 05:55:31,positivo
jorgezedillo,116,084 Campeón,verde,2,"Los 084 Campeón son una PORQUERÍA, se rompieron al mes 🤬 quiero MI REEMBOLSO ya",google_reviews,19,True,False,2024-03-20 06:15:44,negativo
anayaemiliano,343,084 Clásico,rosa,5,"Muy cómodos los 084 Clásico, me los recomendó mi hermana ✌️ buena compra",facebook,104,True,False,2021-09-24 13:23:56,positivo
tania39,4693,084 Diamante,rojo,3,Me gustaron los 084 Diamante aunque son un poco apretados al principio 😬 ya cedieron,tiktok,108,True,False,2024-11-20 14:28:59,mixto
salinasrosario,66,084 Diamante,negro,2,"Esperaba más de los 084 Diamante, la suela es muy delgada 😕 regulares",instagram,26,True,True,2025-12-26 08:43:37,negativo
socorro47,7,084,beige,1,BASURA los 084 🤮 me lastimaron los pies horrible 👎 nunca más,facebook,79,True,False,2023-06-06 02:56:29,negativo
dluevano,1854,Vaivén,rojo,4,"Buenos los Vaivén, me gustaron 👍 cumplen lo prometido",instagram,32,False,False,2021-12-19 00:47:03,positivo
cottoesmeralda,3242,084,gris,1,PÉSIMOS los 084 😡 se descosió la suela en 2 semanas 👎👎 NO COMPREN,twitter,41,True,False,2024-11-17 14:31:29,negativo
nrivera,8202,Vital,beige,1,Me quedaron grandes los Vital y la talla era la correcta 😒 mala medición,instagram,81,True,False,2024-03-28 06:07:03,negativo
zeferinomatos,28,Gran Prix,verde,5,Bonitos los Gran Prix 👌 buen precio para la calidad,instagram,3,False,False,2024-04-13 08:12:59,positivo
wcedillo,147,Flip,rosa,4,"Súper recomendados los Flip, no me los quería quitar 😂❤️",amazon,61,False,False,2024-06-30 13:00:03,positivo
matosoliver,15,Panam Alfa,beige,1,PÉSIMOS los Panam Alfa 😡 se descosió la suela en 2 semanas 👎👎 NO COMPREN,instagram,19,True,False,2025-04-24 14:14:13,negativo
jaramilloestela,100,084,azul,5,Excelentísimos los 084 ✨ los uso para correr y son perfectos 🏃‍♂️💨,google_reviews,12,False,False,2023-06-15 13:41:35,positivo
evelioarteaga,19,Ultra,rosa,1,"Esperaba más de los Ultra, la suela es muy delgada 😕 regulares",tiktok,50,False,False,2023-10-24 23:17:47,negativo
pperalta,6052,084 Campeón,negro,2,"Incomodísimos los 084 Campeón, me lastimaron los pies después de 1 hr 😣",google_reviews,26,True,False,2022-09-14 11:35:28,negativo
mitzy53,6432,084 Diamante,gris,3,"Compré los 084 Diamante, son tenis. Punto.",twitter,3,False,False,2022-09-13 08:57:10,neutro
dserrato,3250,084 Diamante,rojo,3,Por fin unos tenis que duran! Los 084 Diamante ya tienen 8 meses y siguen como nuevos 💪,facebook,1,False,False,2025-08-02 21:44:25,positivo
itzel01,196,Gran Prix,rojo,5,"Decentes los Gran Prix, no son los mejores pero cumplen 🙂",tiktok,17,True,False,2024-09-09 01:47:02,positivo
nguajardo,4,084 Clásico,rosa,3,Me gustaron los 084 Clásico aunque son un poco apretados al principio 😬 ya cedieron,google_reviews,28,True,False,2026-04-22 16:48:39,mixto
bernardo04,414,Gran Prix,beige,3,"Los Gran Prix cumplen, los uso para diario nomás",instagram,9,True,False,2025-07-21 21:30:28,neutro
ilira,51,084 Campeón,beige,3,"Yo súper feliz con mis 084 Campeón 🥹 mejor inversión del mes, los recomiendo muchísimo",twitter,4,True,False,2021-05-31 17:16:21,positivo
pradogustavo,4115,Panam Alfa,blanco,2,"Mala compra los Panam Alfa, no son lo que esperaba ☹️ poco durables",facebook,72,True,False,2023-08-06 00:02:59,negativo
conchita50,59,Urbano,rosa,4,Quedé enamoradísima de mis Urbano ✨ buenísima calidad y precio 👌🥰,facebook,7,False,False,2024-10-01 21:03:08,positivo
vargasmarisol,121,Urbano,gris,1,Pésima atención y los Urbano llegaron rotos 😠😠 jamás vuelvo a comprar nada de Panam,google_reviews,15,True,False,2023-01-01 02:04:21,negativo
maria-luisa41,98,Caimán,negro,4,"Los mejores tenis que he tenido!! Los Caimán son cómodos, bonitos y baratos 👌🔥",amazon,14,False,False,2024-08-18 15:46:39,positivo
rurbina,2937,Barracuda,rojo,5,Por fin unos tenis que duran! Los Barracuda ya tienen 8 meses y siguen como nuevos 💪,instagram,3,False,False,2022-05-10 10:42:47,positivo
evelioorta,86,084,gris,4,Compré los 084 para mi hijo y le ENCANTARON 🥰 muy cómodos y bonitos,twitter,3,True,False,2024-07-08 19:12:22,positivo
mariana52,1,084 Campeón,verde,3,"Los 084 Campeón están ok, nada del otro mundo 🤷",amazon,6,True,False,2023-01-14 18:21:10,neutro
csanches,869,084,azul,3,"Compré los 084, son tenis. Punto.",instagram,16,False,True,2021-09-24 01:35:04,neutro
chapaalta-gracia,6,Vaivén,blanco,3,Excelente diseño los Vaivén pero algo caros para la calidad real 💸,tiktok,65,True,False,2025-05-17 04:26:44,mixto
mcordova,51,084 Clásico,verde,4,Bonitos los 084 Clásico pero la suela se desgasta rapidísimo 🤔 no sé qué pensar,facebook,53,False,False,2025-09-23 22:24:54,mixto
aldonzamatos,377,Vaivén,rosa,4,Excelentísimos los Vaivén ✨ los uso para correr y son perfectos 🏃‍♂️💨,instagram,46,True,False,2022-09-23 04:33:07,positivo
lluna,138,084 Campeón,rojo,5,"AMO mis 084 Campeón 💖 ya pedí otro par en otro color, hermosos",tiktok,8,True,False,2024-03-16 09:20:38,positivo
tvalladares,221,084 Clásico,negro,5,Quedé enamoradísima de mis 084 Clásico ✨ buenísima calidad y precio 👌🥰,tiktok,37,True,False,2025-05-20 18:04:47,positivo
negretealma,1476,RL15,rojo,5,"Decentes los RL15, no son los mejores pero cumplen 🙂",google_reviews,64,False,False,2022-04-11 20:13:54,positivo
tvergara,28,Ultra,blanco,4,Quedé enamoradísima de mis Ultra ✨ buenísima calidad y precio 👌🥰,instagram,30,True,False,2021-07-28 02:28:38,positivo
pjaimes,176,084 Campeón,verde,5,MARAVILLOSOS los 084 Campeón 😍 como caminar en nubes ☁️☁️ los amo,tiktok,145,True,True,2026-04-07 13:41:38,positivo
camilovergara,1,Vital,gris,2,"Regulares los Vital, esperaba un poquito más pero también un poquito menos",amazon,15,True,False,2025-06-07 00:22:46,neutro
lindaolivares,19,084,azul,1,NO LOS COMPREN!! Mis 084 se despegaron en una semana 😤 estafa total,google_reviews,35,True,False,2022-08-08 10:28:36,negativo
antoniovega,40,Panam Alfa,azul,3,"Los Panam Alfa están ok, nada del otro mundo 🤷",instagram,2,True,False,2022-04-12 17:55:31,neutro
alfonsoquintana,30,Barracuda,negro,3,Quedé enamoradísima de mis Barracuda ✨ buenísima calidad y precio 👌🥰,twitter,36,True,False,2024-01-05 22:07:41,positivo
acoronado,82,RL15,rosa,5,"Muy cómodos los RL15, me los recomendó mi hermana ✌️ buena compra",amazon,209,True,False,2023-01-29 18:47:13,positivo
xsanchez,6,084,blanco,1,"Incomodísimos los 084, me lastimaron los pies después de 1 hr 😣",instagram,3,True,False,2025-05-10 12:58:23,negativo
chavarrialeticia,103,Caimán,rosa,5,BUENÍSIMOS los Caimán!! Aguantaron toda la maratón ❤️‍🔥 100% recomendados 💯,amazon,5,False,False,2023-02-09 12:02:22,positivo
victoria78,88098,Gran Prix,rosa,1,BASURA los Gran Prix 🤮 me lastimaron los pies horrible 👎 nunca más,google_reviews,23,True,True,2024-07-20 01:36:47,negativo
jorge-luis78,186,SuperFaro,gris,1,Muy decepcionada con mis SuperFaro 💔 esperaba muchísimo más por el precio que pagué 🙄,tiktok,16,False,True,2024-04-03 21:16:25,negativo
zoe49,8,Vaivén,rosa,2,Pésima atención y los Vaivén llegaron rotos 😠😠 jamás vuelvo a comprar nada de Panam,amazon,50,False,True,2025-06-18 14:36:24,negativo
oswaldoleiva,169,084 Diamante,rosa,2,Me quedaron grandes los 084 Diamante y la talla era la correcta 😒 mala medición,tiktok,8,True,True,2026-02-03 05:28:41,negativo
mauricio44,816,Flip,blanco,1,BASURA los Flip 🤮 me lastimaron los pies horrible 👎 nunca más,google_reviews,19,True,False,2023-02-09 07:16:26,negativo
emateo,75,Caimán,blanco,3,"Normales los Caimán, ni bien ni mal 🤷‍♂️",tiktok,3,False,True,2024-04-24 00:10:16,neutro
